"Gene Symbol","p-value","FDR","Odd ratio","Number of interactions","microRNA 1","microRNA 2","microRNA 3","microRNA 4"
"RBMS2","0.466","0.480","0.609","1","hsa-miR-24-3p","","",""
"SCAMP4","0.466","0.480","0.609","1","hsa-miR-503-5p","","",""
"ZNF708","0.466","0.480","0.609","1","hsa-miR-24-3p","","",""
"IKZF3","0.471","0.485","0.619","1","hsa-miR-24-3p","","",""
"CCDC80","0.473","0.487","0.623","1","hsa-miR-5010-3p","","",""
"EXOSC2","0.473","0.487","0.623","1","hsa-miR-24-3p","","",""
"CYCS","0.479","0.492","0.633","1","hsa-miR-215-5p","","",""
"HAUS3","0.479","0.492","0.633","1","hsa-miR-215-5p","","",""
"SPRY4","0.479","0.492","0.633","1","hsa-miR-215-5p","","",""
"GGCX","0.481","0.494","0.637","1","hsa-miR-24-3p","","",""
"PAFAH1B2","0.481","0.494","0.637","1","hsa-miR-24-3p","","",""
"CNKSR3","0.484","0.496","0.642","1","hsa-miR-503-5p","","",""
"XKR4","0.484","0.496","0.642","1","hsa-miR-24-3p","","",""
"CBX5","0.486","0.499","0.646","1","hsa-miR-4677-3p","","",""
"FAM126B","0.489","0.501","0.651","1","hsa-miR-215-5p","","",""
"SETD1B","0.489","0.501","0.651","1","hsa-miR-503-5p","","",""
"SP1","0.491","0.503","0.656","1","hsa-miR-24-3p","","",""
"ZNF70","0.494","0.506","0.660","1","hsa-miR-24-3p","","",""
"GK5","0.496","0.507","0.665","1","hsa-miR-3173-5p","","",""
"MRPS10","0.496","0.507","0.665","1","hsa-miR-5010-3p","","",""
"ZNF451","0.496","0.507","0.665","1","hsa-miR-24-3p","","",""
"SAR1A","0.499","0.509","0.669","1","hsa-miR-3074-5p","","",""
"SUGT1","0.499","0.509","0.669","1","hsa-miR-24-3p","","",""
"CDKN1B","0.501","0.511","0.674","1","hsa-miR-24-3p","","",""
"HIC2","0.501","0.511","0.674","1","hsa-miR-24-3p","","",""
"SBNO1","0.501","0.511","0.674","1","hsa-miR-503-5p","","",""
"ZNF652","0.501","0.511","0.674","1","hsa-miR-215-5p","","",""
"MYPN","0.504","0.513","0.679","1","hsa-miR-24-3p","","",""
"RAD51","0.504","0.513","0.679","1","hsa-miR-215-5p","","",""
"CREBRF","0.511","0.520","0.693","1","hsa-miR-503-5p","","",""
"PHAX","0.511","0.520","0.693","1","hsa-miR-24-3p","","",""
"POU2F1","0.511","0.520","0.693","1","hsa-miR-215-5p","","",""
"DCTN5","0.513","0.522","0.697","1","hsa-miR-503-5p","","",""
"IFNLR1","0.513","0.522","0.697","1","hsa-miR-215-5p","","",""
"MSANTD4","0.513","0.522","0.697","1","hsa-miR-24-3p","","",""
"LCOR","0.527","0.536","0.725","1","hsa-miR-3909","","",""
"HMGA1","0.534","0.542","0.739","1","hsa-miR-3173-5p","","",""
"PKM","0.534","0.542","0.739","1","hsa-miR-3909","","",""
"G3BP1","0.537","0.545","0.743","1","hsa-miR-1180-3p","","",""
"GABPB1","0.539","0.546","0.748","1","hsa-miR-215-5p","","",""
"RPRD2","0.539","0.546","0.748","1","hsa-miR-24-3p","","",""
"STK4","0.539","0.546","0.748","1","hsa-miR-24-3p","","",""
"HMGN2","0.541","0.548","0.753","1","hsa-miR-5010-3p","","",""
"SF3B3","0.541","0.548","0.753","1","hsa-miR-503-5p","","",""
"CASTOR2","0.543","0.550","0.757","1","hsa-miR-1180-3p","","",""
"CRISPLD2","0.548","0.554","0.766","1","hsa-miR-24-3p","","",""
"DCAF7","0.565","0.572","0.803","1","hsa-miR-24-3p","","",""
"SHOC2","0.568","0.574","0.808","1","hsa-miR-24-3p","","",""
"RPL7L1","0.574","0.580","0.822","1","hsa-miR-24-3p","","",""
"MAPKAPK5","0.576","0.582","0.826","1","hsa-miR-24-3p","","",""
"SCD","0.578","0.584","0.831","1","hsa-miR-215-5p","","",""
"CYP20A1","0.580","0.586","0.836","1","hsa-miR-24-3p","","",""
"AGO3","0.582","0.587","0.840","1","hsa-miR-24-3p","","",""
"UBXN2A","0.582","0.587","0.840","1","hsa-miR-3909","","",""
"HOOK3","0.584","0.589","0.845","1","hsa-miR-24-3p","","",""
"UBN2","0.584","0.589","0.845","1","hsa-miR-503-5p","","",""
"NUDT3","0.591","0.595","0.859","1","hsa-miR-215-5p","","",""
"ALDOA","0.599","0.603","0.877","1","hsa-miR-24-3p","","",""
"CRCP","0.607","0.610","0.896","1","hsa-miR-24-3p","","",""
"MKNK2","0.609","0.612","0.900","1","hsa-miR-1180-3p","","",""
"TNRC6B","0.620","0.623","0.928","1","hsa-miR-5010-3p","","",""
"YOD1","0.620","0.623","0.928","1","hsa-miR-24-3p","","",""
"MDM2","0.624","0.627","0.937","1","hsa-miR-5010-3p","","",""
"MED28","0.624","0.627","0.937","1","hsa-miR-24-3p","","",""
"SFT2D2","0.630","0.632","0.951","1","hsa-miR-24-3p","","",""
"LINC00598","0.635","0.637","0.965","1","hsa-miR-3909","","",""
"SKI","0.637","0.639","0.970","1","hsa-miR-503-5p","","",""
"YWHAZ","0.641","0.642","0.979","1","hsa-miR-24-3p","","",""
"MIDN","0.651","0.653","1.01","1","hsa-miR-24-3p","","",""
"ZNF264","0.680","0.681","1.09","1","hsa-miR-24-3p","","",""
"GIGYF1","0.705","0.706","1.16","1","hsa-miR-24-3p","","",""
"NFIC","0.727","0.728","1.23","1","hsa-miR-5010-3p","","",""
"AGO2","0.771","0.772","1.39","1","hsa-miR-215-5p","","",""
"ZNF460","0.833","0.833","1.66","1","hsa-miR-425-3p","","",""
